 501
 0.812830E+08     0.226508E+02
 0.831764E+08     0.226463E+02
 0.851138E+08     0.226419E+02
 0.870963E+08     0.226374E+02
 0.891251E+08     0.226329E+02
 0.912011E+08     0.226284E+02
 0.933254E+08     0.226239E+02
 0.954992E+08     0.226194E+02
 0.977237E+08     0.226149E+02
 0.100000E+09     0.226105E+02
 0.102329E+09     0.226060E+02
 0.104713E+09     0.226015E+02
 0.107152E+09     0.225971E+02
 0.109648E+09     0.225926E+02
 0.112202E+09     0.225882E+02
 0.114815E+09     0.225838E+02
 0.117490E+09     0.225794E+02
 0.120226E+09     0.225750E+02
 0.123027E+09     0.225707E+02
 0.125893E+09     0.225663E+02
 0.128825E+09     0.225620E+02
 0.131826E+09     0.225577E+02
 0.134896E+09     0.225535E+02
 0.138038E+09     0.225492E+02
 0.141254E+09     0.225450E+02
 0.144544E+09     0.225408E+02
 0.147911E+09     0.225366E+02
 0.151356E+09     0.225325E+02
 0.154882E+09     0.225284E+02
 0.158489E+09     0.225243E+02
 0.162181E+09     0.225202E+02
 0.165959E+09     0.225161E+02
 0.169824E+09     0.225120E+02
 0.173780E+09     0.225080E+02
 0.177828E+09     0.225039E+02
 0.181970E+09     0.224999E+02
 0.186209E+09     0.224959E+02
 0.190546E+09     0.224919E+02
 0.194984E+09     0.224879E+02
 0.199526E+09     0.224839E+02
 0.204174E+09     0.224799E+02
 0.208930E+09     0.224759E+02
 0.213796E+09     0.224719E+02
 0.218776E+09     0.224679E+02
 0.223872E+09     0.224638E+02
 0.229087E+09     0.224598E+02
 0.234423E+09     0.224558E+02
 0.239883E+09     0.224517E+02
 0.245471E+09     0.224476E+02
 0.251189E+09     0.224436E+02
 0.257040E+09     0.224395E+02
 0.263027E+09     0.224353E+02
 0.269153E+09     0.224312E+02
 0.275423E+09     0.224271E+02
 0.281838E+09     0.224229E+02
 0.288403E+09     0.224187E+02
 0.295121E+09     0.224145E+02
 0.301995E+09     0.224103E+02
 0.309029E+09     0.224061E+02
 0.316228E+09     0.224018E+02
 0.323594E+09     0.223975E+02
 0.331131E+09     0.223933E+02
 0.338844E+09     0.223889E+02
 0.346737E+09     0.223846E+02
 0.354813E+09     0.223802E+02
 0.363078E+09     0.223759E+02
 0.371535E+09     0.223715E+02
 0.380189E+09     0.223671E+02
 0.389045E+09     0.223627E+02
 0.398107E+09     0.223582E+02
 0.407380E+09     0.223537E+02
 0.416869E+09     0.223493E+02
 0.426579E+09     0.223448E+02
 0.436516E+09     0.223402E+02
 0.446683E+09     0.223357E+02
 0.457088E+09     0.223312E+02
 0.467735E+09     0.223266E+02
 0.478630E+09     0.223220E+02
 0.489779E+09     0.223174E+02
 0.501187E+09     0.223128E+02
 0.512861E+09     0.223082E+02
 0.524807E+09     0.223036E+02
 0.537032E+09     0.222989E+02
 0.549541E+09     0.222942E+02
 0.562341E+09     0.222896E+02
 0.575440E+09     0.222849E+02
 0.588844E+09     0.222802E+02
 0.602559E+09     0.222754E+02
 0.616595E+09     0.222707E+02
 0.630957E+09     0.222659E+02
 0.645654E+09     0.222612E+02
 0.660693E+09     0.222564E+02
 0.676083E+09     0.222516E+02
 0.691831E+09     0.222468E+02
 0.707946E+09     0.222420E+02
 0.724436E+09     0.222372E+02
 0.741310E+09     0.222323E+02
 0.758577E+09     0.222275E+02
 0.776247E+09     0.222226E+02
 0.794328E+09     0.222178E+02
 0.812830E+09     0.222129E+02
 0.831764E+09     0.222080E+02
 0.851138E+09     0.222031E+02
 0.870963E+09     0.221981E+02
 0.891251E+09     0.221932E+02
 0.912011E+09     0.221882E+02
 0.933254E+09     0.221833E+02
 0.954992E+09     0.221783E+02
 0.977237E+09     0.221733E+02
 0.100000E+10     0.221683E+02
